epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,4896.31,0.64761,0.35378,0.8349,0.95997,0.97453,0.98891,0.83077,0.70574,0.37365,0.86515,0.000976057,0.000976057,0.000976057
183,4923.72,0.669,0.36716,0.84755,0.95153,0.97484,0.98537,0.82108,0.71607,0.38018,0.86831,0.0009704,0.0009704,0.0009704
184,4950.55,0.66936,0.37013,0.84303,0.96378,0.96614,0.98685,0.8279,0.69198,0.36924,0.86091,0.000964743,0.000964743,0.000964743
185,4977.42,0.66637,0.35924,0.83737,0.97045,0.96358,0.98963,0.82478,0.69493,0.37586,0.87348,0.000959086,0.000959086,0.000959086
186,5004.24,0.65814,0.3583,0.84078,0.96834,0.96663,0.98887,0.83026,0.67873,0.36526,0.86261,0.000953429,0.000953429,0.000953429
187,5031.06,0.6513,0.35981,0.8415,0.95364,0.97512,0.98663,0.83035,0.68758,0.36968,0.8604,0.000947771,0.000947771,0.000947771
188,5057.87,0.65191,0.36205,0.84123,0.94704,0.97517,0.98514,0.8246,0.68409,0.36986,0.86268,0.000942114,0.000942114,0.000942114
189,5084.67,0.65224,0.35984,0.83684,0.96847,0.96163,0.98615,0.82382,0.69244,0.36956,0.86944,0.000936457,0.000936457,0.000936457
190,5111.5,0.64849,0.35561,0.83433,0.96614,0.96605,0.98799,0.82588,0.68009,0.36642,0.86654,0.0009308,0.0009308,0.0009308
191,5138.33,0.66207,0.35723,0.83896,0.96222,0.97743,0.98869,0.83029,0.67623,0.35999,0.86712,0.000925143,0.000925143,0.000925143
192,5165.12,0.6515,0.35677,0.84075,0.9657,0.9684,0.98811,0.82577,0.69007,0.37479,0.86579,0.000919486,0.000919486,0.000919486
193,5191.95,0.64445,0.35797,0.83504,0.95968,0.97743,0.98747,0.82864,0.69863,0.37431,0.86397,0.000913829,0.000913829,0.000913829
194,5218.79,0.65032,0.35959,0.83998,0.97416,0.95711,0.98881,0.82837,0.6837,0.36679,0.86075,0.000908171,0.000908171,0.000908171
195,5245.6,0.65276,0.36163,0.84741,0.96152,0.9684,0.98542,0.82785,0.67595,0.37452,0.86471,0.000902514,0.000902514,0.000902514
196,5272.43,0.64675,0.36538,0.83732,0.95931,0.95786,0.98568,0.82196,0.69378,0.36954,0.87026,0.000896857,0.000896857,0.000896857
197,5299.8,0.63577,0.35793,0.82942,0.95958,0.9684,0.98598,0.8333,0.67345,0.36636,0.85992,0.0008912,0.0008912,0.0008912
198,5326.63,0.65092,0.35814,0.83336,0.95675,0.97065,0.98635,0.83116,0.67404,0.3628,0.86162,0.000885543,0.000885543,0.000885543
199,5353.44,0.64427,0.36092,0.83394,0.96208,0.97366,0.98783,0.82798,0.67878,0.35554,0.86454,0.000879886,0.000879886,0.000879886
200,5380.3,0.63992,0.36018,0.83733,0.95735,0.96282,0.98685,0.82911,0.67739,0.35992,0.86492,0.000874229,0.000874229,0.000874229
201,5407.15,0.63026,0.35004,0.83821,0.96601,0.97065,0.98759,0.83156,0.68791,0.36008,0.86179,0.000868571,0.000868571,0.000868571
202,5433.97,0.63333,0.34742,0.84103,0.96217,0.97291,0.98768,0.83518,0.6708,0.35965,0.8573,0.000862914,0.000862914,0.000862914
203,5460.81,0.63968,0.35175,0.83393,0.96196,0.9705,0.98709,0.83131,0.66971,0.35629,0.85694,0.000857257,0.000857257,0.000857257
204,5487.61,0.63555,0.33827,0.83516,0.9725,0.95795,0.9874,0.83095,0.68166,0.36123,0.86097,0.0008516,0.0008516,0.0008516
205,5514.41,0.63036,0.34476,0.82834,0.95114,0.97968,0.98737,0.83285,0.66811,0.35541,0.86199,0.000845943,0.000845943,0.000845943
206,5541.23,0.65433,0.34983,0.83543,0.97036,0.96078,0.98707,0.82998,0.684,0.35731,0.85754,0.000840286,0.000840286,0.000840286
207,5568.07,0.62659,0.34468,0.83454,0.96634,0.97223,0.98754,0.83257,0.66678,0.35772,0.85188,0.000834629,0.000834629,0.000834629
208,5594.87,0.6363,0.34559,0.83304,0.95855,0.96614,0.98612,0.83036,0.67254,0.36476,0.85771,0.000828971,0.000828971,0.000828971
209,5621.75,0.64548,0.35154,0.83784,0.96671,0.9684,0.98841,0.83587,0.66697,0.36039,0.86115,0.000823314,0.000823314,0.000823314
210,5648.61,0.63868,0.34747,0.83519,0.95938,0.97968,0.98604,0.83337,0.67039,0.36252,0.85902,0.000817657,0.000817657,0.000817657
211,5675.98,0.65163,0.35283,0.8275,0.9655,0.97968,0.98682,0.82638,0.67272,0.35946,0.85927,0.000812,0.000812,0.000812
212,5702.83,0.6345,0.34924,0.82991,0.97699,0.95841,0.98631,0.82636,0.68197,0.36006,0.86597,0.000806343,0.000806343,0.000806343
213,5729.65,0.63547,0.35008,0.83298,0.96613,0.96582,0.98593,0.82803,0.67662,0.36202,0.86611,0.000800686,0.000800686,0.000800686
214,5756.44,0.6262,0.33997,0.83771,0.97238,0.95349,0.98698,0.8372,0.67178,0.35877,0.86194,0.000795029,0.000795029,0.000795029
215,5783.29,0.63346,0.34134,0.83299,0.95966,0.96663,0.98555,0.82842,0.67169,0.36536,0.86121,0.000789371,0.000789371,0.000789371
216,5810.1,0.61674,0.34231,0.82479,0.94886,0.97968,0.98602,0.83517,0.66383,0.35357,0.85885,0.000783714,0.000783714,0.000783714
217,5836.9,0.62552,0.33931,0.83207,0.94944,0.97505,0.98614,0.82974,0.67636,0.35673,0.86034,0.000778057,0.000778057,0.000778057
218,5863.72,0.62501,0.33892,0.8321,0.96515,0.97291,0.98867,0.83596,0.65474,0.34828,0.85761,0.0007724,0.0007724,0.0007724
219,5890.56,0.62226,0.34769,0.83742,0.97293,0.96388,0.98761,0.83392,0.65147,0.35318,0.85721,0.000766743,0.000766743,0.000766743
220,5917.38,0.624,0.34254,0.83075,0.9619,0.96896,0.98693,0.82979,0.66519,0.36522,0.85964,0.000761086,0.000761086,0.000761086
221,5944.24,0.61283,0.32944,0.83152,0.96586,0.97291,0.98741,0.83291,0.67282,0.36362,0.86284,0.000755429,0.000755429,0.000755429
222,5971.04,0.62207,0.32887,0.8307,0.96021,0.98194,0.98895,0.83304,0.66728,0.34895,0.86496,0.000749771,0.000749771,0.000749771
223,5997.85,0.63508,0.34164,0.83052,0.9559,0.97848,0.98757,0.83829,0.65892,0.35031,0.86214,0.000744114,0.000744114,0.000744114
224,6024.69,0.6264,0.34048,0.83835,0.96424,0.97391,0.98818,0.83048,0.67294,0.35001,0.86033,0.000738457,0.000738457,0.000738457
225,6052.05,0.61235,0.33598,0.83052,0.9638,0.97291,0.98883,0.83302,0.66666,0.34815,0.867,0.0007328,0.0007328,0.0007328
226,6078.89,0.61419,0.33475,0.83189,0.95728,0.97517,0.98694,0.83011,0.65339,0.34812,0.86146,0.000727143,0.000727143,0.000727143
227,6105.76,0.63232,0.34015,0.82662,0.97713,0.96454,0.98819,0.83289,0.67313,0.34976,0.86238,0.000721486,0.000721486,0.000721486
228,6132.55,0.62629,0.33661,0.83009,0.96894,0.96388,0.98746,0.8303,0.67308,0.35631,0.85759,0.000715829,0.000715829,0.000715829
229,6159.34,0.61721,0.33469,0.83194,0.97492,0.97065,0.9874,0.83217,0.67991,0.35436,0.86512,0.000710171,0.000710171,0.000710171
230,6186.16,0.61135,0.33251,0.83047,0.96388,0.97743,0.98769,0.82683,0.68175,0.35669,0.8614,0.000704514,0.000704514,0.000704514
231,6212.97,0.59591,0.33014,0.82843,0.95799,0.978,0.98808,0.83206,0.67471,0.34462,0.85724,0.000698857,0.000698857,0.000698857
232,6239.78,0.59808,0.32916,0.82627,0.95944,0.96103,0.9858,0.83443,0.66256,0.35866,0.85777,0.0006932,0.0006932,0.0006932
233,6266.62,0.60055,0.33074,0.8268,0.97278,0.96794,0.98801,0.83302,0.67006,0.34634,0.85854,0.000687543,0.000687543,0.000687543
234,6293.4,0.62254,0.3395,0.82937,0.98121,0.95711,0.98797,0.837,0.66108,0.34595,0.86045,0.000681886,0.000681886,0.000681886
235,6320.23,0.62126,0.33111,0.82644,0.96091,0.97743,0.98801,0.83012,0.66933,0.34791,0.85739,0.000676229,0.000676229,0.000676229
236,6347.04,0.60542,0.33034,0.82698,0.96092,0.97065,0.98792,0.83416,0.65563,0.34185,0.85674,0.000670571,0.000670571,0.000670571
237,6373.84,0.59698,0.32709,0.82189,0.97254,0.95922,0.98823,0.83844,0.66631,0.34515,0.85724,0.000664914,0.000664914,0.000664914
238,6400.67,0.62008,0.34311,0.82811,0.96228,0.97891,0.98846,0.84127,0.66706,0.34393,0.85858,0.000659257,0.000659257,0.000659257
239,6428.07,0.61794,0.33047,0.83952,0.96663,0.98082,0.98769,0.84139,0.66496,0.34553,0.85814,0.0006536,0.0006536,0.0006536
240,6454.85,0.61417,0.32494,0.8254,0.9784,0.96163,0.98703,0.83595,0.66598,0.34988,0.85491,0.000647943,0.000647943,0.000647943
241,6481.66,0.61163,0.32687,0.82042,0.97577,0.95937,0.98821,0.83945,0.6761,0.35258,0.85867,0.000642286,0.000642286,0.000642286
242,6508.46,0.58968,0.31732,0.83088,0.9688,0.9684,0.98844,0.83594,0.67023,0.34552,0.86005,0.000636629,0.000636629,0.000636629
243,6535.25,0.61412,0.32247,0.82074,0.96851,0.97188,0.98762,0.8367,0.66545,0.35077,0.85968,0.000630971,0.000630971,0.000630971
244,6562.06,0.59684,0.32016,0.82332,0.95057,0.97517,0.98742,0.84061,0.67127,0.34889,0.85889,0.000625314,0.000625314,0.000625314
245,6588.88,0.60612,0.32037,0.82253,0.9574,0.97065,0.98738,0.83702,0.67306,0.34868,0.86205,0.000619657,0.000619657,0.000619657
246,6615.66,0.59101,0.30972,0.8242,0.94764,0.98049,0.98704,0.83301,0.66542,0.34765,0.86215,0.000614,0.000614,0.000614
247,6642.44,0.60402,0.32139,0.8221,0.95777,0.97271,0.98799,0.8334,0.66462,0.34241,0.85769,0.000608343,0.000608343,0.000608343
248,6669.27,0.6004,0.31629,0.82704,0.95786,0.97743,0.98605,0.83627,0.65045,0.34128,0.85644,0.000602686,0.000602686,0.000602686
249,6696.08,0.58557,0.31359,0.82284,0.9596,0.97517,0.98672,0.84477,0.65697,0.33946,0.85504,0.000597029,0.000597029,0.000597029
250,6722.89,0.59285,0.3169,0.82838,0.96586,0.9684,0.9855,0.84026,0.65535,0.34283,0.85675,0.000591371,0.000591371,0.000591371
251,6749.72,0.59159,0.3238,0.81807,0.95727,0.98194,0.98673,0.83888,0.66494,0.34041,0.85927,0.000585714,0.000585714,0.000585714
252,6776.53,0.58408,0.31398,0.82804,0.96902,0.97065,0.98841,0.83611,0.66192,0.343,0.85505,0.000580057,0.000580057,0.000580057
253,6803.88,0.5818,0.31475,0.82585,0.96211,0.97448,0.9868,0.83071,0.66953,0.35076,0.85784,0.0005744,0.0005744,0.0005744
254,6830.69,0.58242,0.31624,0.83101,0.96411,0.97291,0.98718,0.8377,0.66629,0.34841,0.85659,0.000568743,0.000568743,0.000568743
255,6857.53,0.5805,0.30511,0.83199,0.96412,0.97039,0.98714,0.83674,0.66422,0.34459,0.85556,0.000563086,0.000563086,0.000563086
256,6884.33,0.57726,0.31335,0.81906,0.96366,0.97065,0.98634,0.84073,0.6584,0.35266,0.86018,0.000557429,0.000557429,0.000557429
257,6911.15,0.57334,0.31051,0.81847,0.96443,0.97935,0.98816,0.8379,0.65878,0.3403,0.86258,0.000551771,0.000551771,0.000551771
258,6937.98,0.59004,0.31848,0.82579,0.95863,0.97291,0.98768,0.83751,0.66453,0.34485,0.86298,0.000546114,0.000546114,0.000546114
259,6964.82,0.59018,0.32317,0.82277,0.96615,0.97065,0.98773,0.84488,0.66668,0.34847,0.85775,0.000540457,0.000540457,0.000540457
260,6991.62,0.59129,0.31289,0.82024,0.9705,0.96554,0.98796,0.84004,0.67391,0.35384,0.85605,0.0005348,0.0005348,0.0005348
261,7018.41,0.5742,0.30228,0.82129,0.96813,0.97291,0.98817,0.83961,0.66393,0.35328,0.85515,0.000529143,0.000529143,0.000529143
262,7045.22,0.5722,0.3066,0.8203,0.96416,0.97168,0.98719,0.83864,0.6658,0.35207,0.85757,0.000523486,0.000523486,0.000523486
263,7072.08,0.56696,0.30337,0.82153,0.96624,0.97968,0.98747,0.83668,0.66238,0.34825,0.8603,0.000517829,0.000517829,0.000517829
264,7098.86,0.58457,0.30434,0.81856,0.97055,0.96698,0.98741,0.84426,0.65537,0.34688,0.85928,0.000512171,0.000512171,0.000512171
265,7125.65,0.56861,0.30168,0.81375,0.97129,0.96388,0.98683,0.84183,0.65597,0.34908,0.86059,0.000506514,0.000506514,0.000506514
266,7152.49,0.58379,0.30479,0.8164,0.96859,0.97439,0.98624,0.84224,0.6516,0.34362,0.8594,0.000500857,0.000500857,0.000500857
267,7179.87,0.56207,0.29807,0.81758,0.97298,0.9755,0.98707,0.84113,0.65986,0.34135,0.86267,0.0004952,0.0004952,0.0004952
268,7206.71,0.57268,0.30149,0.81849,0.97074,0.97361,0.98586,0.83992,0.65073,0.34934,0.85713,0.000489543,0.000489543,0.000489543
269,7233.6,0.56404,0.29864,0.81684,0.96162,0.97517,0.98772,0.83596,0.65155,0.34423,0.85601,0.000483886,0.000483886,0.000483886
270,7260.37,0.57313,0.31008,0.81347,0.95786,0.97493,0.98636,0.84081,0.65662,0.34347,0.85733,0.000478229,0.000478229,0.000478229
271,7287.2,0.5697,0.30596,0.81843,0.97209,0.97517,0.98752,0.84121,0.65497,0.34391,0.8588,0.000472571,0.000472571,0.000472571
272,7314.02,0.5658,0.29968,0.82157,0.95516,0.97517,0.98673,0.83969,0.65605,0.34472,0.85716,0.000466914,0.000466914,0.000466914
273,7340.82,0.5607,0.29947,0.81606,0.96002,0.97564,0.98688,0.84294,0.65112,0.34346,0.85898,0.000461257,0.000461257,0.000461257
274,7367.67,0.56615,0.29797,0.82162,0.96164,0.97743,0.98613,0.84203,0.65853,0.34549,0.86244,0.0004556,0.0004556,0.0004556
275,7394.51,0.5536,0.29569,0.81193,0.95504,0.97743,0.98587,0.83908,0.66384,0.34953,0.85823,0.000449943,0.000449943,0.000449943
276,7421.26,0.56193,0.30379,0.81092,0.95675,0.97743,0.98568,0.84505,0.6503,0.34199,0.85505,0.000444286,0.000444286,0.000444286
277,7448.08,0.56086,0.29671,0.81007,0.96256,0.97291,0.98619,0.84211,0.65944,0.33717,0.85946,0.000438629,0.000438629,0.000438629
278,7474.9,0.56909,0.30456,0.80745,0.96399,0.96687,0.98591,0.83938,0.65837,0.34764,0.85941,0.000432971,0.000432971,0.000432971
279,7501.75,0.55917,0.2924,0.81998,0.97057,0.96793,0.98694,0.84315,0.65724,0.33886,0.86245,0.000427314,0.000427314,0.000427314
280,7528.57,0.5658,0.29822,0.80729,0.96157,0.9684,0.98661,0.84142,0.66199,0.33705,0.86368,0.000421657,0.000421657,0.000421657
281,7555.97,0.54927,0.29155,0.81144,0.95725,0.97065,0.98617,0.84184,0.65728,0.33044,0.86393,0.000416,0.000416,0.000416
282,7582.8,0.56954,0.29741,0.81639,0.95964,0.96604,0.98443,0.83992,0.6511,0.34217,0.8595,0.000410343,0.000410343,0.000410343
283,7609.64,0.55309,0.29663,0.81234,0.95683,0.97517,0.98599,0.84456,0.65099,0.34019,0.8592,0.000404686,0.000404686,0.000404686
284,7636.41,0.55566,0.29787,0.81138,0.96408,0.9684,0.98819,0.84116,0.66111,0.33678,0.85848,0.000399029,0.000399029,0.000399029
285,7663.23,0.55361,0.28952,0.81195,0.96558,0.97291,0.98717,0.8382,0.65253,0.33832,0.85644,0.000393371,0.000393371,0.000393371
286,7690.01,0.54096,0.28614,0.81918,0.96409,0.96964,0.98744,0.84006,0.65605,0.34282,0.85635,0.000387714,0.000387714,0.000387714
287,7716.88,0.55306,0.29266,0.80946,0.96179,0.97065,0.98712,0.84412,0.66374,0.33794,0.86253,0.000382057,0.000382057,0.000382057
288,7743.66,0.55812,0.29234,0.81979,0.97401,0.95937,0.98731,0.84054,0.65857,0.33801,0.86308,0.0003764,0.0003764,0.0003764
289,7770.47,0.55828,0.29447,0.81549,0.9597,0.96755,0.98772,0.83969,0.65718,0.33743,0.86056,0.000370743,0.000370743,0.000370743
290,7797.28,0.54981,0.29154,0.81316,0.95965,0.97065,0.9872,0.84262,0.652,0.33703,0.85848,0.000365086,0.000365086,0.000365086
291,7824.09,0.5591,0.29349,0.81808,0.95953,0.96329,0.98682,0.84055,0.65228,0.33089,0.85917,0.000359429,0.000359429,0.000359429
292,7850.9,0.53942,0.28733,0.81583,0.9533,0.96761,0.98697,0.8402,0.64976,0.33626,0.85692,0.000353771,0.000353771,0.000353771
293,7877.77,0.5437,0.2908,0.80747,0.95318,0.97065,0.9867,0.84171,0.64758,0.33909,0.85469,0.000348114,0.000348114,0.000348114
294,7904.57,0.55538,0.28866,0.80818,0.9577,0.9711,0.98731,0.84083,0.65233,0.33439,0.85537,0.000342457,0.000342457,0.000342457
295,7931.95,0.5461,0.29008,0.81071,0.94902,0.96642,0.98613,0.83816,0.65436,0.3364,0.8579,0.0003368,0.0003368,0.0003368
296,7958.74,0.53942,0.2826,0.81094,0.95783,0.97426,0.98784,0.83527,0.6534,0.33242,0.85879,0.000331143,0.000331143,0.000331143
297,7985.58,0.54308,0.28767,0.81322,0.96372,0.97291,0.98773,0.84033,0.65342,0.3359,0.85751,0.000325486,0.000325486,0.000325486
298,8012.42,0.53809,0.28446,0.80633,0.96111,0.97065,0.98624,0.84365,0.64986,0.33963,0.85796,0.000319829,0.000319829,0.000319829
299,8039.28,0.53095,0.27979,0.81462,0.95758,0.96808,0.98589,0.84247,0.65774,0.34086,0.85865,0.000314171,0.000314171,0.000314171
300,8066.07,0.53177,0.27709,0.80356,0.95944,0.97517,0.98667,0.83719,0.65814,0.33766,0.86022,0.000308514,0.000308514,0.000308514
301,8092.89,0.52276,0.27273,0.8082,0.96206,0.97311,0.98689,0.83889,0.6576,0.33877,0.85654,0.000302857,0.000302857,0.000302857
302,8119.69,0.54213,0.27642,0.80947,0.97016,0.97065,0.98711,0.83698,0.65535,0.33184,0.85776,0.0002972,0.0002972,0.0002972
303,8146.49,0.53216,0.27944,0.81014,0.97049,0.97065,0.98687,0.83793,0.65515,0.32831,0.85779,0.000291543,0.000291543,0.000291543
304,8173.3,0.53681,0.2757,0.8101,0.97051,0.96564,0.98537,0.84173,0.65485,0.32984,0.85851,0.000285886,0.000285886,0.000285886
305,8200.13,0.52973,0.26587,0.80632,0.96625,0.96938,0.98567,0.84287,0.65462,0.33183,0.85682,0.000280229,0.000280229,0.000280229
306,8226.96,0.52677,0.27412,0.80719,0.96648,0.97622,0.98649,0.84702,0.64754,0.3318,0.85665,0.000274571,0.000274571,0.000274571
307,8253.79,0.53539,0.27756,0.80738,0.95479,0.97517,0.98627,0.84464,0.65115,0.33097,0.8561,0.000268914,0.000268914,0.000268914
308,8280.62,0.53681,0.27871,0.81729,0.96441,0.97743,0.98801,0.84271,0.64489,0.33109,0.85442,0.000263257,0.000263257,0.000263257
309,8308,0.53294,0.27876,0.81725,0.96857,0.97393,0.98774,0.8403,0.64809,0.32578,0.85654,0.0002576,0.0002576,0.0002576
310,8334.81,0.53132,0.27087,0.80696,0.9555,0.97743,0.9859,0.83846,0.64659,0.32409,0.85558,0.000251943,0.000251943,0.000251943
311,8361.64,0.5273,0.27664,0.80778,0.96212,0.97478,0.98536,0.84053,0.64427,0.33576,0.85562,0.000246286,0.000246286,0.000246286
312,8388.42,0.53163,0.27644,0.80743,0.95852,0.97517,0.98494,0.83943,0.64482,0.33208,0.8568,0.000240629,0.000240629,0.000240629
313,8415.27,0.52717,0.27413,0.81803,0.96617,0.96711,0.98458,0.83967,0.65149,0.33288,0.85763,0.000234971,0.000234971,0.000234971
314,8442.12,0.52119,0.27559,0.80832,0.95351,0.97226,0.9849,0.84098,0.65456,0.33474,0.85853,0.000229314,0.000229314,0.000229314
315,8468.96,0.52448,0.27633,0.80884,0.96021,0.97743,0.98659,0.84529,0.65815,0.327,0.86063,0.000223657,0.000223657,0.000223657
316,8495.77,0.51117,0.27154,0.80723,0.96626,0.97517,0.98672,0.84274,0.6614,0.32913,0.86159,0.000218,0.000218,0.000218
317,8522.59,0.53021,0.28232,0.81393,0.96359,0.9684,0.98616,0.84259,0.66155,0.33025,0.86395,0.000212343,0.000212343,0.000212343
318,8549.35,0.51193,0.26583,0.80769,0.96258,0.9684,0.9863,0.84239,0.66138,0.33002,0.86183,0.000206686,0.000206686,0.000206686
319,8576.15,0.51896,0.26241,0.81155,0.96812,0.95965,0.98635,0.84234,0.6609,0.33217,0.86066,0.000201029,0.000201029,0.000201029
320,8602.96,0.53145,0.2761,0.80803,0.96,0.96388,0.98614,0.84133,0.6575,0.32943,0.86015,0.000195371,0.000195371,0.000195371
321,8629.79,0.51476,0.26859,0.80752,0.9555,0.96947,0.98671,0.84314,0.65793,0.33357,0.86042,0.000189714,0.000189714,0.000189714
322,8656.63,0.5209,0.26729,0.80933,0.96201,0.97185,0.98641,0.8413,0.66171,0.33102,0.86306,0.000184057,0.000184057,0.000184057
323,8684.01,0.52151,0.26929,0.80163,0.96183,0.97291,0.98574,0.83749,0.65921,0.33234,0.8639,0.0001784,0.0001784,0.0001784
324,8710.83,0.51481,0.26302,0.81092,0.96201,0.97167,0.9852,0.83995,0.66118,0.33624,0.862,0.000172743,0.000172743,0.000172743
325,8737.66,0.52104,0.26376,0.80554,0.96201,0.97183,0.98677,0.83955,0.66224,0.33574,0.86005,0.000167086,0.000167086,0.000167086
326,8764.46,0.50763,0.25857,0.81012,0.95579,0.97604,0.98488,0.8382,0.66047,0.33193,0.85852,0.000161429,0.000161429,0.000161429
327,8791.28,0.51181,0.26347,0.80594,0.95581,0.97065,0.98512,0.83906,0.66039,0.33553,0.85967,0.000155771,0.000155771,0.000155771
328,8818.1,0.51677,0.26381,0.80379,0.95548,0.97517,0.98586,0.84018,0.65763,0.33597,0.86156,0.000150114,0.000150114,0.000150114
329,8844.92,0.51003,0.26207,0.80195,0.96824,0.96341,0.98523,0.83931,0.65334,0.33499,0.8591,0.000144457,0.000144457,0.000144457
330,8871.71,0.513,0.26887,0.80063,0.96619,0.96752,0.98525,0.84056,0.65622,0.33377,0.85898,0.0001388,0.0001388,0.0001388
331,8898.55,0.51863,0.26161,0.80717,0.96846,0.97053,0.98603,0.84052,0.65878,0.33644,0.85879,0.000133143,0.000133143,0.000133143
332,8925.36,0.50706,0.25613,0.8049,0.9694,0.97065,0.98544,0.84093,0.66021,0.33624,0.86039,0.000127486,0.000127486,0.000127486
333,8952.2,0.50179,0.26138,0.80118,0.96618,0.96614,0.98542,0.83841,0.66193,0.33392,0.86028,0.000121829,0.000121829,0.000121829
334,8979.04,0.49857,0.25801,0.80732,0.96743,0.9684,0.98546,0.83827,0.65873,0.33453,0.85919,0.000116171,0.000116171,0.000116171
335,9005.88,0.50427,0.25868,0.80477,0.96628,0.9704,0.98465,0.83992,0.65659,0.33123,0.8587,0.000110514,0.000110514,0.000110514
336,9032.69,0.50463,0.25981,0.80262,0.96635,0.97226,0.9844,0.83946,0.65733,0.32954,0.85979,0.000104857,0.000104857,0.000104857
337,9060.07,0.52066,0.26453,0.8011,0.96488,0.97065,0.98438,0.83938,0.65785,0.33054,0.85894,9.92e-05,9.92e-05,9.92e-05
338,9086.94,0.50221,0.25788,0.80597,0.96907,0.97065,0.98477,0.84143,0.65385,0.3297,0.85895,9.35429e-05,9.35429e-05,9.35429e-05
339,9113.76,0.4989,0.24778,0.79809,0.96401,0.96751,0.98427,0.84119,0.65355,0.33372,0.8588,8.78857e-05,8.78857e-05,8.78857e-05
340,9140.62,0.50242,0.25636,0.80139,0.9662,0.96805,0.98448,0.84091,0.65473,0.33719,0.85973,8.22286e-05,8.22286e-05,8.22286e-05
341,9169.22,0.49586,0.2567,0.80064,0.96837,0.96752,0.98476,0.8421,0.65646,0.33512,0.85952,7.65714e-05,7.65714e-05,7.65714e-05
342,9196.03,0.49645,0.26144,0.81025,0.96627,0.97009,0.98486,0.84187,0.65818,0.33687,0.85944,7.09143e-05,7.09143e-05,7.09143e-05
343,9222.9,0.5071,0.25977,0.80544,0.9641,0.96997,0.98499,0.84017,0.65944,0.3416,0.85944,6.52571e-05,6.52571e-05,6.52571e-05
344,9249.7,0.48844,0.24965,0.80365,0.96627,0.96991,0.98541,0.83947,0.65787,0.33823,0.85883,5.96e-05,5.96e-05,5.96e-05
345,9276.51,0.49639,0.2561,0.80184,0.96631,0.9712,0.98559,0.83907,0.65998,0.3392,0.8597,5.39429e-05,5.39429e-05,5.39429e-05
346,9303.36,0.50571,0.25261,0.80373,0.96201,0.97169,0.98507,0.8403,0.66011,0.33994,0.86015,4.82857e-05,4.82857e-05,4.82857e-05
347,9330.21,0.48617,0.2507,0.80543,0.96825,0.96366,0.98481,0.84143,0.66069,0.33935,0.86075,4.26286e-05,4.26286e-05,4.26286e-05
348,9357.04,0.49277,0.2454,0.8025,0.95985,0.97135,0.98461,0.84196,0.6584,0.33714,0.8603,3.69714e-05,3.69714e-05,3.69714e-05
349,9383.86,0.49656,0.24556,0.80248,0.95967,0.97291,0.98486,0.83972,0.66155,0.33506,0.86033,3.13143e-05,3.13143e-05,3.13143e-05
350,9410.67,0.49679,0.25319,0.80478,0.96182,0.97065,0.98483,0.84027,0.66207,0.33479,0.86167,2.56571e-05,2.56571e-05,2.56571e-05
